[0, 0, 5, 1, 0, 0, 0, 0, 3, 15, 1, 1, 0, 0, 0, 0, 0, 0, 0]
[2, 0, 6, 0, 0, 0, 0, 1, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 5, 0, 0, 0, 0, 3, 1, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 2, 0, 13, 1, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 7, 0, 0, 0, 0, 1, 0, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 0, 1, 14, 2, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 7, 0, 0, 0, 0, 1, 2, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 2, 2, 13, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 8, 0, 0, 0, 0, 0, 0, 15, 3, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 4, 1, 0, 0, 0, 1, 0, 13, 3, 0, 2, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 3, 1, 15, 2, 1, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 7, 0, 1, 0, 0, 3, 1, 14, 4, 0, 2, 0, 0, 0, 0, 0, 0]
[0, 0, 4, 0, 0, 0, 0, 3, 3, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 4, 0, 0, 0, 0, 3, 2, 13, 0, 2, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 3, 0, 12, 2, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 9, 0, 0, 0, 0, 3, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 6, 0, 1, 0, 0, 5, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 1, 1, 14, 0, 1, 0, 0, 0, 0, 1, 0, 0]
[0, 0, 5, 1, 0, 0, 2, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 8, 0, 0, 0, 0, 0, 0, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 3, 1, 13, 0, 3, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 1, 1, 13, 0, 2, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 4, 0, 0, 0, 0, 3, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 4, 0, 0, 0, 0, 3, 0, 14, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 2, 0, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 8, 0, 0, 0, 0, 3, 0, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 7, 0, 0, 0, 0, 1, 0, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 9, 0, 0, 0, 0, 4, 1, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 7, 0, 0, 0, 0, 3, 0, 13, 0, 2, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 1, 0, 13, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 4, 0, 0, 0, 0, 0, 0, 15, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 3, 0, 0, 0, 0, 3, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 1, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 4, 0, 0, 0, 0, 1, 1, 15, 2, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 4, 0, 0, 0, 0, 3, 0, 12, 1, 2, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 7, 0, 0, 0, 0, 2, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 4, 0, 0, 0, 0, 0, 0, 15, 1, 0, 2, 0, 0, 0, 0, 0, 0]
[1, 0, 5, 0, 1, 0, 2, 1, 0, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 3, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 0, 1, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 1, 0, 0, 1, 0, 0, 14, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 4, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 7, 0, 0, 0, 3, 1, 2, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 2, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 6, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[3, 0, 4, 0, 0, 0, 2, 1, 2, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 4, 0, 0, 0, 1, 0, 1, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 2, 0, 15, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 4, 0, 0, 0, 0, 3, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 5, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 3, 0, 0, 0, 0, 3, 0, 13, 0, 1, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 3, 1, 16, 0, 1, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 1, 0, 0, 0, 1, 3, 15, 3, 0, 0, 1, 0, 0, 0, 0, 0]
[0, 0, 4, 0, 0, 0, 0, 3, 0, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 4, 0, 0, 0, 0, 1, 0, 13, 0, 1, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 5, 0, 0, 0, 0, 2, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]
